PC1,PC2,Label
-1.7792243370297935,2.9208234131667967,-1
-2.3130836783733724,1.0412763040727075,-1
0.13312790713286488,0.9451345238719693,1
1.1898235146931009,5.382772999704649,-1
0.7805744881132106,2.507407211799075,-1
2.095819313840897,2.955242014788919,-1
-1.8425620930119742,4.605161042297338,-1
1.2517193527352488,2.005534352924739,-1
-0.5973771124552566,19.072309451222218,-1
1.2613890933941985,3.962898777186047,-1
-2.345053319126831,22.556847998759412,1
0.7016682670695098,3.460679851977955,1
0.39837618485700094,1.6028855522706336,-1
-2.7017309753144207,2.6901706791204227,-1
-3.4557034690778483,31.975243611756028,1
-3.1861013661669406,26.978054973585277,-1
-0.9289171906908662,0.774482801477098,-1
-1.3029794494887978,3.8269627049745796,-1
-0.7381505863502643,0.09787446054651747,-1
0.9803315030239064,2.7710097066062107,-1
0.18751503514633147,-0.808922268976697,-1
-0.27201327366357153,0.8763638177856877,-1
-0.5071764110057699,0.42101764623811894,-1
-2.450726459026512,24.907399400073746,1
-3.4182858034226355,24.075931387489682,-1
-3.763634642171086,23.870667336909943,-1
-1.816305278400055,1.7482567601889216,-1
-0.5287453425610267,2.8417407666328667,-1
-0.5608915090534984,3.614741795758126,-1
-0.8366936180286476,1.8549956298879635,-1
0.5799782281908243,0.4989244102983161,-1
-0.8400616416825715,3.88058890712915,-1
-1.5253585497262183,1.8089071584455794,-1
-4.255653817741575,23.45355414271473,-1
-0.29990622065388384,3.8458907080664764,-1
-1.9013034634885284,1.0722224985096749,-1
-1.9662978278933165,29.917873237530415,-1
-0.36643843120060293,2.2659360068533965,-1
0.5797627438540185,3.876084554208934,1
0.03592440984642167,0.7423469598620279,-1
-0.4739973029800162,4.3969824197610565,1
-1.4916613326679775,-0.20375439248581367,-1
-2.2464484936292615,2.235154771413534,-1
1.0829985408167764,1.639318416361349,-1
-1.3409948938870881,20.99390170498586,-1
0.8716408913157344,0.5242708684466267,1
-1.875825730118285,25.415500001758115,-1
-0.8572069115975716,20.335416623849653,-1
0.43574978800171993,2.200753476558205,1
-0.711251287165686,0.01679830636251034,1
0.23774429793515825,0.23654595926630237,1
-3.4405659401112647,26.002366724378163,-1
0.6781299661940193,2.301943007283689,-1
-2.145767528203095,-0.14574309387726225,-1
-1.725983682123993,22.352368338023318,-1
-0.3672724910091185,3.331429522491812,-1
-1.9310468995043075,1.3963874044608804,-1
-1.3101364993964482,31.385955616508088,1
-1.9010371804400086,20.14160472880843,1
-1.7366991196670734,0.6491151653448052,-1
-0.5340660824333856,0.6711392856924497,-1
-0.8000339608789996,23.462841961070716,-1
-2.7214149755076025,1.1333873953636848,1
-1.6045993836842722,3.026135598462772,-1
-2.6625610402062905,2.7595530312333945,1
-1.4661098467520814,1.1334297867208414,-1
-2.075861950230834,1.6368219565368927,-1
-0.9359691637075357,2.6959074043099407,-1
0.9976770962742998,3.034414291852193,-1
-1.658843433159235,1.6239689359302023,-1
-1.8418845162890378,2.137572507252477,-1
-0.9331377054864676,0.541275760010344,-1
-3.6164583839219886,24.89033124412692,-1
-0.8514216931720335,1.326007554182528,-1
-2.424943820893971,4.502637949855755,-1
-2.1129929655508213,4.576904653757249,-1
-0.47559535939997744,3.5742900154111483,-1
1.4653748092298324,3.7881306680590963,-1
-0.10906087658548916,4.1991215826810215,-1
-1.3580373466245281,1.7935629639511623,-1
1.4524334336653424,3.1983263213005984,-1
1.3436627327446744,1.2091241482917787,-1
-0.316147685652147,2.4688819344613586,1
-1.2431485542266536,2.4388054788665228,-1
-2.2612914557255492,22.896473828526368,-1
-2.5397002498470935,0.6577520560457997,-1
-2.0129962036829308,0.20975893023741943,-1
-1.1070627173583063,2.894077672859679,-1
-1.8270267337413413,0.9404643098018586,-1
-2.453055053279088,0.5950500136383277,-1
-1.2199379985070744,2.1385510419881344,-1
-3.756206233383873,22.11066991541841,-1
-0.6924439756941464,1.2127071255010442,-1
-4.017244256965084,19.710263798216857,-1
-2.094562401160633,0.5909606484928781,-1
-3.0193514702476847,1.223978149696757,-1
-0.6199692036346351,24.69707462019389,1
-1.3082535501304726,2.306369141954055,-1
-1.5236739363993401,1.7590977984049687,-1
-1.0268842296702951,30.357749723264853,-1
-1.1831323653068215,0.5791107810552927,-1
-1.4680889393753227,1.1789560992368764,-1
-2.0758020376100808,3.968774158271978,-1
-1.4998996602549537,1.6836984854927721,-1
-1.0669740654506599,4.427520703049754,-1
-1.8906891507542365,3.0877877727629017,-1
-1.4327716637968788,3.654782510217162,-1
-2.719681901246036,4.859500754501206,-1
-1.691888165016779,3.207749874512623,-1
4.561521666932021,4.640110711081634,-1
-0.9436362848417861,0.9357965003964334,-1
-1.1961214250667025,2.8670890860533746,-1
-0.6381636200455924,2.698765467936367,-1
-1.4829170451515903,4.218085524609989,-1
-1.5060357635510664,2.938684702233742,-1
1.2594578320822982,3.5356892084927285,1
-2.2377140050073185,5.853830336865819,-1
-1.5006430259320696,2.6101307787286023,-1
-1.9801767675910171,2.8620310370434345,-1
0.6543041873782304,2.063722065440849,-1
-2.952051231930178,1.8875435385611352,-1
-0.35436013852032544,3.9440842114410444,-1
-2.0804123746216225,1.0693463694949694,-1
-1.7500337610830483,3.633200488692174,-1
1.0507864988752744,1.860950268647466,-1
-2.2132178479664972,2.557403884030114,-1
-1.3511497793617597,2.732224674845972,-1
1.5568964657085695,1.1604222801799098,-1
-1.085030991801085,1.7184299391723608,-1
-2.092952332030758,3.1724851649778687,-1
-2.154641532824125,2.605975680102204,-1
-1.1817767652968336,2.5003931033878457,1
-0.4144537942134011,3.593868380055731,-1
-2.413278157831417,4.1019956151534975,-1
-1.809974890463607,1.4508459160498404,-1
-1.893842751322983,1.3780112906263602,-1
-1.8768597599581323,3.1012944231853545,-1
-1.6470701085909212,3.59812741868717,-1
-1.3418952652067067,2.9564767045576583,-1
-1.6446675301031708,3.398085153605173,-1
-0.00824565520492858,1.7937149308107927,-1
-1.1546595514678168,0.7284569885143078,-1
-2.2869952221628647,4.538899044579711,-1
-2.1670883798005645,25.971853200901567,-1
-2.0518779997044274,32.25546619087289,-1
-1.4429371489614766,2.1443628005037905,-1
-1.5123970885659073,2.4241214725743623,-1
-2.3938651500737227,3.2767407166791696,-1
1.1649709110630142,3.0757909360718823,-1
-1.9353633712581846,3.965965198892937,-1
-1.0522809511844067,0.008169916533881431,-1
-0.9403511814296347,0.10006916620611063,-1
-1.4642132954952534,2.6297741831549426,-1
-2.5658063314162347,1.7506370455802398,-1
-1.5588161506583087,3.2351759435749265,1
-0.6719448119233614,1.753271386857009,-1
-1.6916124037559528,2.2017156127511055,-1
-2.084775979231965,2.7925278246802354,1
-1.0076920406775958,1.598624498971269,1
-0.24791752765885833,0.08055598633625138,-1
-0.7999164287988991,1.3487695297979798,-1
0.2582784288272692,1.9241760054619832,-1
-0.8119768326800216,1.1801445800920223,-1
-3.0102014489748496,18.99273223571838,-1
-1.5638295308523844,0.25203842781979746,-1
-1.3474338729837942,1.504107608379626,-1
-1.1811197349716585,1.0716312747757077,-1
-0.7786409281968752,-0.43170891999162236,1
0.08323811671195806,0.430930272169684,-1
-1.111879621363889,2.7413498089019517,1
0.4247458142950907,2.816574152526981,-1
-1.621562348573412,1.9457090244484312,-1
-1.436539058938743,19.710020323136824,-1
-2.4363328346162736,5.043760333573046,-1
-0.4457753109449516,2.5312442378345117,-1
-0.7571916289975943,3.3743228346336687,-1
-2.3183368626833416,1.7479675563025747,-1
-2.2311259581739664,2.1741486286417624,-1
-1.8805762304047164,-0.30091803061001443,-1
-2.6903553764129793,-0.04418360167239732,-1
-0.6434963721890138,2.3303915204133587,1
-2.811138967109389,-0.37520060810650896,-1
2.559448433622956,1.2235175399427292,1
-3.185316975908598,24.042365981603467,-1
-2.509991773075834,-0.5161344742427617,-1
-2.5340059986280807,2.7837270716921068,-1
-1.8560941228558023,29.295659674509444,1
-0.039719734145645016,2.0235523967822004,-1
0.3338330059537045,1.7249812632082764,1
-1.7891072509137211,3.4549604603598296,1
1.1910935478576659,-0.3629469537932909,-1
0.09726622601220959,1.6665484959771564,-1
-0.6957775655439649,0.4961288641746534,-1
0.5986807222167064,0.28375830391874607,-1
-1.2784163228664516,1.7885952385962158,-1
-4.57256587077917,23.05602746134006,-1
-2.940942640453374,22.788465265538537,-1
-0.7881379899542671,1.0177558974233054,-1
-2.1271040454661354,0.8165961156140833,-1
-1.0620956874231238,2.1951118890899344,-1
1.7986083046999755,0.342773084000545,-1
-1.8351539046977279,1.543074570913464,-1
-0.023352319107709393,3.2595971346119583,-1
-0.4625160016503291,-1.0492658492876585,-1
-2.026215507948913,1.2853945724944928,-1
-1.6070963712954394,-1.6600980575565571,-1
-0.35963671382498064,1.413820398823055,-1
0.14860952357010024,-0.6497161866902647,-1
-1.4665100996811127,0.16420798878407106,-1
1.8687325081559707,0.7057085427122785,-1
-0.05161803076416971,0.2878765913213274,-1
-1.5417464757534591,0.7049298588926118,-1
-1.1152265755061996,-0.4276315335197851,-1
-1.227501451151339,-1.117700615742808,-1
-0.6341256483223625,-0.36298417579416237,-1
-1.081872119567996,2.2392056339734125,-1
-0.1820324501796001,0.23201572411623772,-1
-1.6984861344179127,2.6692305059741175,-1
-0.2506241543643593,1.6474542334590407,1
-1.4378769107925393,0.33952096809784205,-1
-1.7972086598596766,0.5344287935720418,-1
-1.431308894284203,-0.8006111984888861,-1
0.6090560530670015,1.6182571090952182,1
0.0020924697671975477,1.6995970837320618,-1
-1.2024721475653959,1.4964710841034934,-1
-1.176605656971186,0.40447501263575947,-1
-1.3322135191817635,1.813549578960044,-1
-0.08179864673333515,3.1157544717641517,-1
0.02612642074010675,1.0657251174359046,-1
1.0683177882020904,1.3117707976061697,-1
0.1531413015887043,0.546805019412486,-1
-0.43654625252870516,0.9970433957194735,1
1.0103019373121067,1.9394693899428468,-1
0.3999669059764425,0.8758803208911468,-1
-0.6626019978628376,1.1932719323629226,-1
0.09941095227989846,0.9479367232526382,1
0.924876488430194,1.5048845990086184,1
0.44200558269844575,0.6015996797302872,-1
0.47995749901488355,2.937585614918094,1
-0.8442758477590082,-1.2087017264391475,-1
-0.837425031657982,1.2237436877146988,1
1.0648055330889268,1.5678573891786391,1
-1.1755834492161303,1.7446576701792111,-1
-0.46044425948009265,1.1254739150607413,1
-0.940675743088877,3.2022584953348723,1
0.26341372603207347,0.1740773706372168,-1
-0.43747675238271,2.045498578778808,-1
-1.7098738030963359,0.15048146707191665,-1
-1.3660930861196394,3.889594086320344,-1
0.8848279112028132,2.084563917970822,-1
-0.5871720898098198,1.0377211510745739,-1
-0.44655709820732037,2.413609884436956,-1
-1.249902110470577,1.23984401620733,-1
-1.574780295724646,-0.6331382513752524,-1
0.46211971018534753,0.08070916706102732,-1
1.7512933767276158,1.3991259272603394,-1
-0.6282129357222781,1.7495169082630546,-1
-1.24627917783095,0.7368855033215067,-1
0.14714098868261885,-0.7470288372315563,-1
-0.8345143936375341,-0.34536971148531675,-1
-0.6034048020082081,-0.5551772033002232,-1
-1.707894433599446,2.035402717176775,-1
-0.8988083931417101,2.0496665521206996,-1
-0.6169608589727967,0.1073091082908502,-1
-1.1941499767076857,2.066047611989775,-1
-0.8351448579485079,0.4989161908986506,-1
-0.12023133367023313,-0.37383243421774565,-1
-1.249009213222306,1.6033670392485246,-1
-1.4442100387351282,1.3195385902988832,-1
-1.6432641702451898,2.1432674028458023,-1
-1.1731073928799889,0.8494871458186705,-1
-1.3884546306143963,1.2537163667644617,-1
-0.008902498584273631,0.2406515583715295,-1
-0.5530840724564623,2.8448065561553832,1
-0.8026785664129736,0.1685078380456384,-1
85.59232296583497,8.237233729091063,-1
0.1897241791570109,-0.06260083215157489,-1
0.41332385912732916,-0.23765154653232778,1
-0.9122701022498183,1.246986724256668,-1
-0.06850048284210995,1.9934236704921684,-1
-0.05545426176396313,0.45616811569643984,-1
-0.7058828477958703,2.0949445976375083,-1
-1.4722170704329678,1.5272708528319159,1
-0.7593506704904708,-0.23168124231189968,-1
-0.9288953591084117,2.504334510524052,-1
-1.582543443335346,-0.23725724369577164,-1
-0.27135422848268786,1.4632422492354478,-1
-1.85746196484645,1.6739177966521575,-1
-1.1657300280813647,0.6429539417435071,-1
-0.9385057103289387,0.8328102981458421,-1
-0.29992012881616836,2.064569885386663,-1
-0.9132236805894943,1.9727236341138543,1
-0.8687240582361778,-0.705702023637011,-1
0.14903965540377367,0.25052064096844845,-1
-1.0468907149545215,-0.10299821210177651,1
-0.5516388581473478,0.31412045975129044,-1
-1.5982245450221613,1.276811874353433,-1
-1.414466699629014,1.9824423768788766,-1
-1.5701480453927816,-0.26663481903626735,-1
-1.0458359455253625,0.7090829529992877,-1
-0.6976796543406686,0.9341798081669297,-1
-0.6126046441665167,2.632985092679854,-1
-1.3715446683767971,2.1135414414072127,-1
-0.8601940440214063,3.21743921034036,-1
-0.3503851785678697,2.3712349000674395,-1
-1.007854891142132,2.456375779110724,-1
-1.3243050282632878,0.4370369297076869,-1
0.676929592235379,-0.29212715332134664,-1
-1.5569090506245635,0.9649419060608543,-1
-0.7874115502459401,0.8694182726615542,-1
-1.4375363206729348,3.384831566547401,-1
-1.1266325253445975,1.3744938213494058,-1
-1.0620444745356057,1.9699387793296677,-1
0.8774151271371271,1.12721354248154,-1
-0.16331253721933667,1.149679121999446,-1
-1.7945269261210546,1.5615980963392666,-1
-0.26319214694450593,-0.6221439051317939,-1
-1.0672823152966553,-0.8853008624979145,-1
0.7986550909234366,0.05146756492442313,-1
-1.0578644792216672,-0.19629107290984482,-1
-1.1402266654451847,2.404409051453327,-1
-0.1006369240864122,0.8265064317634593,1
-0.18214194869966524,1.9837248966828567,-1
-0.6522545510237387,-0.6616907619159085,1
-1.243898506615403,1.7062324930749861,-1
0.791761159318986,1.960945955259126,-1
-0.8754096399816863,2.0467647992679465,1
-1.8120642597377012,2.0010347329743254,1
-1.5199527332597442,0.39088833863546363,-1
-0.8379258132037491,0.7740571197262087,-1
-0.9272505314437032,2.1767580676716984,-1
-0.6930293037162681,-0.7601730626608734,-1
-2.20048514519149,3.1137594516665144,-1
-1.778088320432867,0.19842508663052902,-1
-0.9794883208821392,1.9476580506382484,-1
-1.1831048559808948,1.8305846427960246,-1
-0.8745754025640156,1.8365650973656145,1
-0.7293367991217765,1.0061972170146196,-1
-1.5281766045518856,0.4681557065035606,-1
-1.5984427494931148,1.6836593236528998,-1
-1.6607968693984647,-0.1522646242175276,-1
-1.250348328451205,-1.325248579158465,-1
-0.789488714519209,0.5680441355231773,-1
-1.0146165183856695,0.1219155339749007,-1
-0.21692642991811298,1.0092855959062,1
1.659825347119783,0.8636110916331501,-1
-0.20789728471031782,3.299389522857188,-1
-1.0050762276167957,1.4631422591367667,-1
0.07286082895582517,1.4700042408344023,-1
-1.184603957843268,0.8774441958369315,-1
-0.18612013445833336,-0.169225346679897,-1
-0.5131362590850167,0.2957775359873259,1
-1.4503563450017538,1.5083931794608016,-1
-1.3631399777908821,0.43802671275530436,-1
-0.559702637021573,1.0563615824625,-1
0.82894767772742,-1.1848744007529777,-1
-1.0886235220083122,0.5320217553569807,-1
-1.1918831462893371,-0.24945344300609332,-1
-0.7474994268025268,2.1485781989053323,-1
-1.1612310035609374,0.1843230042069368,-1
1.452653891791081,-0.7458424018336757,-1
-1.1878733689468282,-0.15678710442128613,-1
-0.8891808987527838,2.840871892521402,-1
-1.2215880456257604,2.1360904664824916,-1
0.7223148063494315,-0.17095451218181057,-1
-0.9897824105673521,-1.5495737626954655,-1
-0.823640739062764,-0.343482745416573,-1
1.1884546065211288,-0.7116106621048622,-1
-1.1830479154966427,1.7722459338266559,1
-1.285223181795611,-0.3638582687607711,-1
-0.4092106161574518,0.6052633866679878,-1
-0.42071180231977884,2.024613222352502,-1
-1.3086997609432918,1.3627919218093916,-1
-1.596418721311998,-1.2868118261355215,1
0.4578192245012823,1.2836761670147596,-1
-1.224607933388991,3.6712733445281582,-1
-1.47742800737485,1.2274241723240236,-1
0.4143527937354927,-0.4643284598915903,-1
0.353584382157306,0.8309898639580067,-1
-0.7094201989387723,0.2822716768833765,-1
0.16279261414125207,1.2550163758307282,-1
-0.7507160811986259,2.8115589212745573,-1
-0.7914726511452591,-0.22981396273534893,-1
-1.476015463425278,0.865102762297802,-1
0.3025051756276002,0.4918636295527034,-1
0.6398602680363908,3.740531442803611,-1
-1.3058525298453862,-0.3819123885064272,-1
-1.6854995173482161,2.4446625681772782,-1
-0.28170004250308844,0.9988335103723088,-1
0.540220376266379,-0.1653214198718796,-1
0.1566290307372451,1.5331063785216368,-1
-0.5824704115518927,1.4321059049646743,-1
-0.26085276330487106,-1.5393256751169857,1
-1.4703709818055328,1.5320183628315054,-1
0.11175316172822104,1.101379006607019,-1
0.1070992960421174,0.9710580682500519,-1
-1.2108001796897474,0.6036364285354495,-1
-0.841165303188815,-1.1466479210030696,-1
-0.18866987599881102,0.38838076998458243,-1
-1.900643568469036,0.857667308566901,-1
-1.6634756412573535,0.5571494453936451,-1
-0.08337366457399756,2.0069863988752097,-1
-1.0177053877903708,-0.1000399958597306,-1
-0.865061456511287,-1.1791764310435366,-1
-0.8802829639164513,0.8583476920773068,-1
0.4271650322772225,-0.3766934101738108,-1
1.2578725778892548,-0.021058453746557567,1
-0.48594405619735076,0.6918300155600623,-1
0.7804859912993702,0.6921154982958636,-1
-0.3815518816014533,-0.25745029312557766,-1
-0.2611682030459966,0.6777401597417472,-1
-1.59113672777074,-0.9279374636443642,-1
-0.43994847005115295,1.222192133244319,-1
-1.4659258608230583,-0.47697095863718114,-1
2.2730637080152336,-0.9692103280597072,-1
-1.3576091712964862,0.5532084443102738,-1
