POD_Mode_1,POD_Mode_2,POD_Mode_3,POD_Mode_4,POD_Mode_5,Label
-1.779349617706009,2.9240869641912326,3.7983547528485593,-2.3876278253780585,-1.517299701513501,-1
-2.3131331068154695,1.0426012986424178,2.92654378382781,-2.057430311274687,-1.9540894663977144,-1
0.13316447838030374,0.9440897991135945,1.190629784103665,-0.3454464407883568,1.9711979972185283,1
1.191962898850985,5.3799475735171285,5.267534501473515,-4.856671824109913,1.1831500468691303,-1
0.7808794748550573,2.5136144120867066,2.6232339927628834,-0.25885744747070005,3.623503513809214,-1
2.095859430609726,2.956623246156343,3.744324712612799,-2.4824486259613954,3.576399423588369,-1
-1.8426278495738888,4.604862657257641,2.7629880777069546,-1.3287709465330229,-1.4601253766044402,-1
1.2515787280790112,2.0040781176084255,4.754334006880012,-2.2829474865361976,1.2666019730651847,-1
-0.5974243415416965,19.069342816149007,-3.71208630751364,3.5345721478392007,2.547145934141398,-1
1.261357070001827,3.962568877696408,5.747210005964561,-2.952439870671544,2.1756035560220113,-1
-2.3451992389459413,22.553299652653948,-7.406791284025123,6.574405865428645,-1.4325349467410882,1
0.701608255939939,3.4596813994789883,4.8005912134175945,-2.364237306818275,1.9394979460227577,1
0.3986183884948485,1.6051557335457876,3.18215429226044,-0.7255772694039324,2.042297877171709,-1
-2.701941763209642,2.68834881677222,4.49213259983553,-1.1041995462552054,-1.499335016562303,-1
-3.4557111862990357,31.978340624925238,-12.319075499780505,7.602559617228495,3.8300941572446603,1
-3.185980347840431,26.980704621741125,-10.287797367151324,5.874324883831838,2.3379815391472314,-1
-0.9289592103196876,0.7727658049387847,1.2461011218527964,-2.1466392533845333,1.4222147296419096,-1
-1.3031647144441623,3.8284554368782033,2.929871450046371,-2.854146335435126,1.3252915165112522,-1
-0.7381737182674872,0.09598703314608696,2.204711327582793,-0.4477492555274114,0.008546507606879472,-1
0.980524715073838,2.7734635912367596,2.615214383599556,-0.9114128894557713,2.1369547977942585,-1
0.18742902917328863,-0.811919456052933,1.1134762742850035,-0.5994821652577716,1.2394183725279937,-1
-0.2719454496641526,0.8750237059913011,3.051523470951839,-1.5852116059450547,0.5548397940295506,-1
