PC1,PC2,PC3,PC4,PC5,Label
-1.7792672343699505,2.9226604888995826,3.7954631199311937,-2.4143243831962704,-1.5306138588527913,-1
-2.3130867656650254,1.0415128799791844,2.927336938214226,-2.065443636182289,-1.96672052750187,-1
0.13316894934129045,0.9439173559216013,1.1953541336994382,-0.33559606277717774,1.9617479237838529,1
1.1912692630886514,5.393282843586308,5.340580066085006,-4.637887828207609,1.4506271127703654,-1
0.7807795725489268,2.5131037505185927,2.619514198631593,-0.26152349356953397,3.5964306953055196,-1
2.0959233733118268,2.9554173587264256,3.7430736339663535,-2.495010307714827,3.5592647293383273,-1
-1.8426231368283674,4.604276916738335,2.7600757727451546,-1.340033378021716,-1.473016003594262,-1
1.2516285435984011,2.0032768552886813,4.753227455622205,-2.288454512068021,1.2630129120718132,-1
-0.5974101709431112,19.069260053425957,-3.7135040065035114,3.5331919105279623,2.5482810578419883,-1
1.2614032374601574,3.9615568477924863,5.744283785361757,-2.9593062036594624,2.161412485675907,-1
-2.3451549539275103,22.553003919709823,-7.404476525327218,6.579636553038329,-1.4113751079184764,1
0.7016135903548639,3.4592804192323348,4.79739229628696,-2.3744740230678945,1.9382201784040596,1
0.3986328020198384,1.6044901838567178,3.183557208705402,-0.7289047990137775,2.0587210242503406,-1
-2.701889116140697,2.688115987220472,4.490029088870383,-1.1262736161862863,-1.5237127301976119,-1
-3.4556863536123323,31.9783394833328,-12.31736120788204,7.594175713760144,3.823558076302681,1
-3.1859776436074725,26.98076429169871,-10.28787700845707,5.858179133853244,2.3495914509177944,-1
-0.9289988961343955,0.7728702623522827,1.2470195972760139,-2.1404000117988353,1.4224420979040018,-1
-1.3030977864733881,3.827027819807407,2.922885897552837,-2.8793385049170697,1.3405036162320132,-1
-0.738150442275261,0.09551867504698576,2.206794397401066,-0.44967411940062313,0.020490301388356537,-1
0.980554750760705,2.772643704757441,2.617873011407179,-0.9070509181128688,2.1299791522556686,-1
0.18743112295966535,-0.8123129075751117,1.1125289747246199,-0.6000293820248412,1.2560489138277056,-1
-0.2719439905687593,0.8747118697286934,3.051672394146426,-1.5852838451192903,0.5719991955150475,-1
-0.5071767148467813,0.41753673718949114,2.026926403737734,-0.7974940616470233,-0.08075061907255897,-1
-2.450734267527756,24.906221390267184,-7.274486581553636,5.039627928315535,2.050714277493067,1
-3.418131159592534,24.07391538327471,-9.40457173645293,4.211793275079795,0.8276730235096955,-1
-3.7637273662736606,23.867937991916996,-8.158116515335609,5.200746504064317,0.3166364901449303,-1
-1.816328791732498,1.7480374980670668,2.1874927120394148,-2.0870817086882902,-3.6272819529528793,-1
-0.528799526722269,2.841206586102514,-0.2000696598993996,1.197616708420188,2.1045514342840916,-1
-0.5609723766610789,3.6140466500486763,3.072002794278401,-2.4515928282443795,1.0243670418851818,-1
-0.8365879090003585,1.8563814964771592,-0.6919103327728557,-0.15696227097607646,0.8085209370757254,-1
0.5802019804301574,0.5067198874537411,0.1398264756958783,-0.43375179420812304,-1.0216148918833652,-1
-0.8399539530881834,3.884908281134033,2.1631132958008776,-2.19611442826539,0.7865231626986937,-1
-1.5251965495542987,1.8069141126391897,1.0898600283771496,-2.0594638139606074,-3.0090645403068557,-1
-4.255578010078865,23.450204394905143,-9.320485040150723,5.000740639511266,-0.5159716244512583,-1
-0.29994938001817406,3.8430482209868058,2.0302293137210556,-2.733092614312545,1.5037005417051268,-1
-1.901232435949117,1.0715390528936075,0.5065201600087469,-0.722057342549427,-1.8887622817783771,-1
-1.9661923021800243,29.917662094689373,-11.473465156451125,7.79343809662878,3.9473814677656525,-1
-0.36632948419262906,2.266693305827451,0.845133322011825,-0.49207168086213027,0.4372063538806331,-1
0.5808482580360209,3.8849072931647464,3.464675839852909,-4.634530966088007,0.11818011717892535,1
0.03604048409389485,0.7482502106738883,0.9004478820715859,-0.8032753439887987,-2.254361990229606,-1
-0.47373092328304817,4.3991554244910525,-1.7756529688030498,1.555066726334414,1.33066040731046,1
-1.4916281993141796,-0.20692807130656896,2.102827220244845,-2.24767226790038,-3.3200597512537713,-1
-2.2463099736055714,2.2333332963825256,-0.7624645324086614,-0.40204017166045175,-2.981732635724628,-1
1.0831264573241053,1.644665209441836,0.44743982013143246,-0.7622371445086442,0.8617266450168619,-1
-1.3408009765390823,20.998072534522105,-6.4899076366755795,3.0269659174542416,1.2441098986785604,-1
0.871564049952877,0.5249675150177887,1.0565248119849615,-1.8783116454899498,-3.6414649079180283,1
-1.8757263963088486,25.417807512911136,-8.398286344881367,4.959358318737416,0.9236514401396942,-1
-0.857192778498028,20.335319876324515,-5.960509663064323,5.0238064638758155,1.9461310277912531,-1
0.4358830109738909,2.2088172964202273,1.9856989357964734,-2.010551703746613,-0.5346588513787668,1
-0.7111134098519349,0.018726504272522315,1.9994934591363023,-1.8023598362083044,-2.3685005929025618,1
0.23785353655598201,0.24462467098945403,0.12272960077862766,-1.3074220405746027,-0.9937130276083935,1
-3.4406145042883716,25.99974179859576,-6.971707459093179,4.274919089311091,-0.08808179126645246,-1
0.6779195815463027,2.301713729901635,0.03704251041189221,-1.0831104110522531,-1.9628313881067343,-1
-2.145809877144985,-0.14748885026792144,0.3726434043793485,-0.3975570026539838,-2.6631878345845,-1
-1.7259891414200828,22.352474381915382,-4.528197910533171,3.9946001082518117,0.23602234026068858,-1
-0.36701743670304515,3.337841144866405,2.1093525379731504,-1.208476525377874,-0.5895065736512259,-1
-1.9310538032967226,1.3976863087330489,2.291128418859454,-2.2387272091164814,-0.6361564489725585,-1
-1.3102743483433,31.403854616325752,-11.330003533747522,6.832473051872192,1.1408798005285092,1
